AA-Triplet, Bin1, Bin2, Bin3, Bin4, Bin5, Bin6, Bin7, Bin8, Bin9, Bin10, Bin11, Bin12, Bin13, Bin14, Bin15, Bin16, Bin17, Bin18, Bin19, Bin20, Bin21, Bin22, Bin23, Bin24, Bin25, Bin26, Bin27, Bin28, Bin29, Bin30, Bin31, Bin32, Bin33, Bin34, Bin35, Bin36, Bin37, Bin38, Bin39, Bin40
3985, -2.26577, -2.60224, -1.66793, -1.34948, -0.656333, 0.0368143, -0.368651, 0.0368143, 0.0368143, 0.0368143, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 0.729962, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455
3986, -2.30258, -2.158, -1.8777, -1.57022, -1.24171, 0.262364, -0.749237, 1.64866, 0.262364, 0.955512, 0.262364, 15.4642, 15.4642, 0.262364, 0.262364, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642, 15.4642
3987, -2.06602, -2.48934, -1.88909, -1.42552, -1.09416, -0.706392, -0.401011, -0.0645385, 0.851752, 16.0536, 1.5449, 1.5449, 1.5449, 2.23805, 2.23805, 1.5449, 2.23805, 2.23805, 16.0536, 16.0536, 16.0536, 16.0536, 16.0536, 16.0536, 16.0536, 16.0536, 16.0536, 16.0536, 16.0536, 16.0536, 16.0536, 16.0536, 16.0536, 16.0536, 16.0536, 16.0536, 16.0536, 16.0536, 16.0536, 16.0536
3988, -1.98413, -2.2465, -1.95881, -1.5724, -0.646627, -1.33977, -0.310155, -0.310155, 0.788457, 0.606136, 0.451985, 2.3979, 0.788457, 1.70475, 1.70475, 1.29928, 2.3979, 16.2134, 16.2134, 16.2134, 16.2134, 16.2134, 16.2134, 16.2134, 16.2134, 16.2134, 16.2134, 16.2134, 16.2134, 16.2134, 16.2134, 16.2134, 16.2134, 16.2134, 16.2134, 16.2134, 16.2134, 16.2134, 16.2134, 16.2134
3989, -2.8188, -2.21803, -1.73619, -0.637577, -0.483426, 0.209721, -0.637577, -0.0779614, 15.1238, 1.30833, 15.1238, 1.30833, 1.30833, 15.1238, 1.30833, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238
3990, -2.54994, -2.375, -1.41359, -1.09993, -1.04586, -0.352714, -0.553385, -0.234931, 1.15136, 1.84451, 1.15136, 0.745898, 1.84451, 1.84451, 1.84451, 15.66, 15.66, 15.66, 15.66, 15.66, 1.84451, 1.84451, 15.66, 15.66, 15.66, 15.66, 15.66, 15.66, 15.66, 15.66, 15.66, 15.66, 15.66, 15.66, 15.66, 15.66, 15.66, 15.66, 15.66, 15.66
3991, -2.46633, -1.82725, -1.6709, -2.27564, -0.0614663, -0.269106, 0.0185764, -0.32973, 0.105588, 0.894045, 0.711724, 2.50348, 1.81034, 2.50348, 16.319, 2.50348, 16.319, 16.319, 16.319, 16.319, 16.319, 16.319, 16.319, 16.319, 16.319, 16.319, 16.319, 16.319, 16.319, 16.319, 16.319, 16.319, 16.319, 16.319, 16.319, 16.319, 16.319, 16.319, 16.319, 16.319
3992, -2.70892, -2.11553, -1.61728, -1.38367, -0.964956, 0.0566954, -0.143975, -0.311029, 0.462161, 0.867626, 1.15531, 16.0694, 2.25392, 16.0694, 16.0694, 2.25392, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694
3993, -2.56557, -2.48761, -1.76707, -1.3616, 0.0246928, -0.486133, 0.430158, 0.430158, 14.9388, 1.12331, 1.12331, 14.9388, 14.9388, 1.12331, 14.9388, 14.9388, 1.12331, 14.9388, 14.9388, 14.9388, 14.9388, 14.9388, 14.9388, 14.9388, 14.9388, 14.9388, 14.9388, 14.9388, 14.9388, 14.9388, 14.9388, 14.9388, 14.9388, 14.9388, 14.9388, 14.9388, 14.9388, 14.9388, 14.9388, 14.9388
3994, -2.71375, -2.23767, -1.35731, -0.315853, -0.826678, -1.16315, -0.470003, -0.470003, 0.0896123, 1.47591, 15.2914, 15.2914, 0.78276, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914, 15.2914
3995, -2.43612, -1.84475, -1.84475, -1.4065, -1.18335, -1.3552, -0.356675, -0.0202026, -0.202524, 15.4047, 1.58924, 15.4047, 1.58924, 0.896088, 15.4047, 15.4047, 1.58924, 15.4047, 15.4047, 15.4047, 15.4047, 15.4047, 15.4047, 15.4047, 15.4047, 15.4047, 15.4047, 15.4047, 15.4047, 15.4047, 15.4047, 15.4047, 15.4047, 15.4047, 15.4047, 15.4047, 15.4047, 15.4047, 15.4047, 15.4047
3996, -2.32722, -1.67737, -2.06574, -1.71071, -1.38402, -0.690877, -0.372423, -0.238892, 0.454255, 1.30155, 1.70702, 1.30155, 0.790728, 1.30155, 16.2157, 1.70702, 16.2157, 16.2157, 16.2157, 16.2157, 16.2157, 16.2157, 16.2157, 16.2157, 16.2157, 16.2157, 16.2157, 16.2157, 16.2157, 16.2157, 16.2157, 16.2157, 16.2157, 16.2157, 16.2157, 16.2157, 16.2157, 16.2157, 16.2157, 16.2157
3997, -2.25697, -2.33394, -1.76813, -1.30678, -1.34068, -0.424393, 0.114603, 0.268754, 0.114603, 0.268754, 0.961901, 0.674219, 1.36737, 15.876, 0.961901, 1.36737, 15.876, 2.06051, 15.876, 15.876, 15.876, 15.876, 15.876, 15.876, 15.876, 15.876, 15.876, 15.876, 15.876, 15.876, 15.876, 15.876, 15.876, 15.876, 15.876, 15.876, 15.876, 15.876, 15.876, 15.876
3998, -2.80468, -2.05746, -1.24653, -0.553385, 0.139763, -0.95885, 0.139763, 0.139763, -0.553385, -0.553385, 13.9553, 13.9553, 13.9553, 0.139763, 0.139763, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553
3999, -2.58289, -2.30258, -1.41528, -1.41528, -0.385662, -1.17412, -0.385662, 0.530628, 0.530628, 1.22378, 15.0393, 0.530628, 15.0393, 15.0393, 15.0393, 1.22378, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393
4000, -2.54336, -2.23859, -1.86702, -1.46156, -0.480728, -0.480728, 0.0300981, 0.281413, 0.841028, 0.281413, 0.617885, 2.22732, 16.0428, 2.22732, 1.53418, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428, 16.0428
4001, -2.50017, -2.29822, -1.81272, -1.36962, -1.03668, -0.631216, -0.13874, 0.585179, 0.872861, 0.959873, 0.959873, 1.97147, 17.1733, 3.35777, 3.35777, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733, 17.1733
4002, -2.48093, -2.5795, -1.75127, -1.24594, -0.389465, -0.174353, 0.0487902, 0.741937, 0.847298, 1.25276, 0.965081, 1.65823, 1.43508, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86, 16.86
4003, -2.2547, -2.3454, -2.14086, -1.19944, -0.370158, -0.929774, -0.593302, -0.236627, 0.322989, 2.11475, 2.8079, 2.11475, 2.8079, 16.6234, 16.6234, 2.8079, 16.6234, 16.6234, 16.6234, 16.6234, 16.6234, 16.6234, 16.6234, 16.6234, 16.6234, 16.6234, 16.6234, 16.6234, 16.6234, 16.6234, 16.6234, 16.6234, 16.6234, 16.6234, 16.6234, 16.6234, 16.6234, 16.6234, 16.6234, 16.6234
4004, -2.35111, -2.26887, -1.86626, -1.4608, -1.11142, -0.600596, -0.14861, 0.256855, 0.123323, 0.81647, 0.81647, 0.81647, 2.89591, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114, 16.7114
4005, -2.87412, -2.03256, -1.52173, -0.199976, -1.29859, -0.199976, -0.605441, 0.493171, 0.0877058, 1.18632, 1.18632, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018, 15.0018
4006, -2.27537, -2.22589, -2.15067, -1.24988, -1.01221, -0.795146, -0.294371, -0.00668894, 0.504137, 0.755451, 1.09192, 16.5169, 1.60275, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169
4007, -2.46209, -2.2186, -1.79426, -1.35243, -0.930158, -0.784446, -0.659283, -0.286607, 0.662473, 1.35562, 1.35562, 2.04877, 16.9629, 16.9629, 16.9629, 16.9629, 16.9629, 16.9629, 3.14738, 16.9629, 16.9629, 16.9629, 16.9629, 16.9629, 16.9629, 16.9629, 16.9629, 16.9629, 16.9629, 16.9629, 16.9629, 16.9629, 16.9629, 16.9629, 16.9629, 16.9629, 16.9629, 16.9629, 16.9629, 16.9629
4008, -2.20555, -2.1611, -1.7781, -1.44496, -1.22472, -0.902634, -0.516972, -0.322816, -0.0351338, 0.0649497, 0.706804, 1.21763, 2.31624, 3.00939, 1.62309, 16.8249, 3.00939, 16.8249, 16.8249, 16.8249, 16.8249, 16.8249, 16.8249, 16.8249, 16.8249, 16.8249, 16.8249, 16.8249, 16.8249, 16.8249, 16.8249, 16.8249, 16.8249, 16.8249, 16.8249, 16.8249, 16.8249, 16.8249, 16.8249, 16.8249
4009, -2.47651, -2.36173, -1.27654, -1.5234, -1.5234, -0.765718, 0.150573, 1.24919, -0.00357772, 1.94233, 1.94233, 15.7578, 15.7578, 1.94233, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578, 15.7578
4010, -2.76882, -2.21078, -1.63174, -1.22628, -0.835412, -0.0978132, -0.472507, 0.22064, 0.913788, 16.1156, 2.30008, 16.1156, 2.30008, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156, 16.1156
4011, -2.64019, -2.15712, -1.87991, -1.09975, -0.671295, -0.311292, 0.045383, 0.145466, -0.598974, 0.78732, 1.144, 16.9054, 16.9054, 16.9054, 3.08991, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054, 16.9054
4012, -3.00957, -2.19218, -1.19698, -0.973836, -0.737447, -0.108839, 0.312375, 1.15967, 1.41099, 1.41099, 3.3569, 3.3569, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724, 17.1724
4013, -2.53897, -2.40795, -1.44036, -1.58696, -0.893818, -0.10536, -0.10536, 0.405465, 1.50408, -0.10536, 0.81093, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196, 15.3196
4014, -2.41964, -2.38413, -1.85711, -1.36649, -0.961027, -0.0447358, 0.425268, 0.0887956, 2.03471, -0.267879, 0.936093, 0.936093, 2.03471, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502, 15.8502
4015, -1.85923, -2.25653, -1.98511, -1.6572, -1.06343, -0.671386, -0.710606, -0.543552, -0.588004, 0.755731, 0.755731, 1.85434, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363, 16.363
4016, -2.26549, -2.24196, -1.88868, -1.52472, -1.30765, -0.583732, -0.781558, 0.109415, 0.579418, 2.18886, 1.78339, 2.882, 1.78339, 16.6975, 2.882, 16.6975, 16.6975, 16.6975, 2.882, 16.6975, 16.6975, 16.6975, 16.6975, 16.6975, 16.6975, 16.6975, 16.6975, 16.6975, 16.6975, 16.6975, 16.6975, 16.6975, 16.6975, 16.6975, 16.6975, 16.6975, 16.6975, 16.6975, 16.6975, 16.6975
4017, -2.43446, -2.16216, -1.64367, -1.65641, -0.975842, -0.619167, -0.545059, -0.378005, -0.0595509, 1.1036, 2.01989, 16.5285, 2.71304, 2.71304, 2.01989, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285, 16.5285
4018, -2.01882, -3.00743, -1.03799, -0.498991, -1.19214, 0.0606248, -0.950976, 1.44692, 1.44692, 1.44692, 15.2624, 15.2624, 15.2624, 15.2624, 1.44692, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624, 15.2624
4019, -2.63194, -2.09002, -1.89712, -1.26585, -0.819561, -0.244197, -0.349557, -0.244197, 0.566733, 1.25988, 15.7685, 15.7685, 15.7685, 15.7685, 1.95303, 0.854415, 1.95303, 15.7685, 15.7685, 15.7685, 15.7685, 15.7685, 15.7685, 15.7685, 15.7685, 15.7685, 15.7685, 15.7685, 15.7685, 15.7685, 15.7685, 15.7685, 15.7685, 15.7685, 15.7685, 15.7685, 15.7685, 15.7685, 15.7685, 15.7685
4020, -2.87339, -2.24006, -1.55335, -1.0033, -0.454736, -0.0298529, -0.287682, 1.19392, 1.0116, 1.41707, 1.19392, 1.70475, 16.6189, 2.80336, 16.6189, 2.80336, 16.6189, 16.6189, 16.6189, 16.6189, 16.6189, 16.6189, 16.6189, 16.6189, 16.6189, 16.6189, 16.6189, 16.6189, 16.6189, 16.6189, 16.6189, 16.6189, 16.6189, 16.6189, 16.6189, 16.6189, 16.6189, 16.6189, 16.6189, 16.6189
4021, -1.37283, -1.40616, -1.35573, -1.03296, -1.5148, -0.906207, -0.850637, -0.791796, -0.95885, -0.932875, -0.906207, -0.291021, -0.239728, 0.306816, 0.402126, 0.912952, -0.00333887, 2.70471, 2.70471, 0.912952, 16.5202, 16.5202, 2.70471, 2.70471, 16.5202, 16.5202, 16.5202, 16.5202, 16.5202, 16.5202, 16.5202, 16.5202, 16.5202, 16.5202, 16.5202, 16.5202, 16.5202, 16.5202, 16.5202, 16.5202
4022, -1.06087, -1.44036, -1.23676, -1.13498, -1.44036, -1.38629, -1.29928, -0.847298, -0.693147, -0.798508, -0.693147, -0.200671, -0.200671, -0.10536, 1.09861, 2.19722, 1.09861, 0.81093, 1.50408, 2.19722, 2.19722, 16.0127, 16.0127, 1.50408, 1.09861, 16.0127, 16.0127, 2.19722, 16.0127, 16.0127, 16.0127, 16.0127, 16.0127, 16.0127, 16.0127, 16.0127, 16.0127, 16.0127, 16.0127, 16.0127
4023, -0.806043, -0.660861, -0.979315, -1.81025, -1.72773, -1.49919, -1.39982, -1.20246, -0.750474, -0.562421, -0.0854973, -0.286168, 0.319968, 1.01311, 0.406979, 1.01311, 1.19544, 1.70626, 16.6204, 1.01311, 16.6204, 16.6204, 2.11173, 2.80487, 16.6204, 16.6204, 16.6204, 2.11173, 16.6204, 16.6204, 16.6204, 16.6204, 16.6204, 16.6204, 16.6204, 16.6204, 16.6204, 16.6204, 16.6204, 16.6204
4024, -1.34347, -1.13583, -1.3843, -1.30091, -1.4041, -0.563316, -1.27894, -1.08319, -0.873471, -0.244862, -0.516796, -0.180324, -0.416712, -0.362645, -0.180324, 0.581817, 0.735967, 1.83458, 1.14143, 1.14143, 1.83458, 2.52773, 16.3432, 2.52773, 16.3432, 16.3432, 1.83458, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432
4025, -1.25746, -1.4806, -1.74297, -0.276632, -1.25746, -1.4806, -1.25746, -0.969779, -1.12393, -0.969779, -0.276632, 0.82198, 14.6375, 0.82198, 0.82198, 14.6375, 0.128833, 14.6375, 0.82198, 0.82198, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 0.128833, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375
4026, -0.97551, -1.25314, -1.62784, -1.25314, -1.34015, -0.589848, -1.22237, -1.01473, -1.31198, -0.892128, -0.801157, 0.0461412, 0.0461412, -0.0592193, 1.55022, 0.857071, 1.55022, 16.0589, 0.857071, 1.14475, 16.0589, 1.55022, 16.0589, 16.0589, 2.24337, 2.24337, 2.24337, 16.0589, 16.0589, 16.0589, 16.0589, 16.0589, 16.0589, 16.0589, 16.0589, 16.0589, 16.0589, 16.0589, 16.0589, 16.0589
4027, -1.47994, -1.67231, -1.56695, -1.36782, -1.1821, -0.979164, -0.816645, -0.622489, -0.953846, -0.381327, -0.425779, 0.0706582, 0.0706582, 0.630274, 0.40713, 0.224809, 0.763805, 2.01657, 0.630274, 0.917956, 2.70972, 2.70972, 2.70972, 2.70972, 2.70972, 2.70972, 2.70972, 2.70972, 16.5252, 16.5252, 16.5252, 16.5252, 16.5252, 16.5252, 16.5252, 16.5252, 16.5252, 16.5252, 16.5252, 16.5252
4028, -1.37051, -1.34752, -1.22391, -1.11268, -0.918525, -1.11268, -0.882158, -0.987518, -1.02031, -0.35891, -0.53076, -0.15127, -0.721815, -0.419534, -0.225378, 0.62192, 0.216455, 1.02738, 0.62192, 2.41368, 2.41368, 1.72053, 2.41368, 16.2292, 1.72053, 16.2292, 2.41368, 2.41368, 2.41368, 16.2292, 16.2292, 2.41368, 16.2292, 16.2292, 16.2292, 16.2292, 16.2292, 16.2292, 16.2292, 16.2292
4029, -1.16679, -1.16679, -1.33385, -1.40796, -1.40796, -0.714809, -0.560658, -1.90439, -0.714809, -0.84834, -0.84834, 0.132489, 1.2311, 0.537954, 0.132489, 1.2311, 0.537954, 1.2311, 1.2311, 1.2311, 15.0466, 15.0466, 15.0466, 15.0466, 15.0466, 15.0466, 15.0466, 15.0466, 15.0466, 15.0466, 15.0466, 15.0466, 15.0466, 15.0466, 15.0466, 15.0466, 15.0466, 15.0466, 15.0466, 15.0466
4030, -2.32618, -2.26749, -1.45794, -0.777059, -0.395692, -0.464684, -0.464684, -0.359324, -0.430783, -0.321584, 0.297456, -0.15453, 0.451606, 0.857071, 1.14475, 1.14475, 0.990603, 1.32708, 2.24337, 2.93651, 2.93651, 16.752, 16.752, 2.93651, 2.93651, 16.752, 2.93651, 16.752, 16.752, 16.752, 16.752, 16.752, 16.752, 16.752, 16.752, 16.752, 16.752, 16.752, 16.752, 16.752
4031, -1.20166, -1.36765, -1.43585, -1.54997, -1.53016, -1.54012, -1.20166, -0.613874, -0.358982, -0.535912, -0.29229, 0.0792732, 0.366955, 0.130566, 0.435948, 0.435948, 0.995564, 1.46557, 1.97639, 1.68871, 16.8905, 1.97639, 3.07501, 16.8905, 16.8905, 16.8905, 16.8905, 16.8905, 16.8905, 16.8905, 16.8905, 16.8905, 16.8905, 16.8905, 16.8905, 16.8905, 16.8905, 16.8905, 16.8905, 16.8905
4032, -1.02762, -0.968781, -1.34347, -1.32242, -1.78976, -1.36409, -0.73037, -0.76811, -0.906261, -0.804478, -0.0372227, -0.362645, 0.330502, -0.0372227, -0.305487, -0.0372227, 0.735967, 0.735967, 16.3432, 1.14143, 1.83458, 2.52773, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432, 16.3432
4033, -2.68234, -2.14335, -0.890582, -0.803571, -0.545742, -0.277478, -0.277478, -0.351586, 0.0902469, -0.351586, 1.18886, -0.420579, 0.20803, 0.341561, 16.103, 1.59432, 2.28747, 16.103, 2.28747, 2.28747, 2.28747, 16.103, 16.103, 16.103, 2.28747, 16.103, 16.103, 16.103, 16.103, 16.103, 16.103, 16.103, 16.103, 16.103, 16.103, 16.103, 16.103, 16.103, 16.103, 16.103
4034, -1.73528, -1.38246, -1.12009, -0.832409, -0.522254, -1.52556, -0.426944, -0.609266, -1.34323, -0.426944, -1.12009, -0.203801, -0.321584, 1.18249, 0.266203, 0.777029, 0.0838816, 0.266203, 15.6912, 1.87564, 0.777029, 1.87564, 15.6912, 1.18249, 15.6912, 15.6912, 15.6912, 15.6912, 15.6912, 15.6912, 15.6912, 15.6912, 15.6912, 15.6912, 15.6912, 15.6912, 15.6912, 15.6912, 15.6912, 15.6912
4035, -1.23931, -0.95163, -0.95163, -1.3571, -0.700316, -1.49525, -1.49525, -0.700316, -0.833847, -0.769308, -0.258483, 0.146982, -0.626208, -0.363843, 0.552447, 0.146982, 0.552447, 0.329304, 1.24559, 0.552447, 1.24559, 0.840129, 1.93874, 15.7543, 15.7543, 15.7543, 1.93874, 15.7543, 15.7543, 15.7543, 15.7543, 15.7543, 15.7543, 15.7543, 15.7543, 15.7543, 15.7543, 15.7543, 15.7543, 15.7543
4036, -1.16186, -0.818917, -1.02371, -1.46554, -1.33879, -1.16186, -1.55652, -0.618246, -0.772397, -0.292823, -0.672313, -0.435924, -0.672313, -0.292823, 0.192684, 1.17351, 0.480366, 0.662688, 0.885832, 16.0876, 1.57898, 1.57898, 1.57898, 2.27213, 2.27213, 16.0876, 16.0876, 16.0876, 16.0876, 16.0876, 16.0876, 16.0876, 16.0876, 16.0876, 16.0876, 16.0876, 16.0876, 16.0876, 16.0876, 16.0876
4037, -0.81406, -0.919421, -1.29098, -1.10174, -1.56127, -1.18178, -0.631739, -1.35768, -1.14256, -0.81406, -0.696277, -0.226273, -0.226273, 0.466874, -0.488638, 1.38316, 0.690017, 0.977699, 2.07631, 0.977699, 2.07631, 1.38316, 15.8918, 2.07631, 2.07631, 1.38316, 2.07631, 15.8918, 15.8918, 15.8918, 15.8918, 15.8918, 15.8918, 15.8918, 15.8918, 15.8918, 15.8918, 15.8918, 15.8918, 15.8918
4038, -1.89712, -0.597837, -0.597837, -1.69645, -0.885519, -0.885519, -0.597837, -1.29098, -1.10866, 0.500776, -0.192372, -0.597837, -0.597837, -0.192372, -0.597837, 14.3163, 14.3163, 0.500776, 0.500776, 14.3163, 14.3163, 0.500776, 14.3163, 14.3163, 14.3163, 14.3163, 14.3163, 14.3163, 0.500776, 14.3163, 14.3163, 14.3163, 14.3163, 14.3163, 14.3163, 14.3163, 14.3163, 14.3163, 14.3163, 14.3163
4039, -1.54314, -0.942363, -1.15367, -1.32803, -1.40499, -0.8172, -0.748207, -0.881738, -0.411735, -0.8172, -0.674099, -0.306374, -0.188591, 0.504556, 0.281413, 0.792238, 0.099091, 1.1977, 0.792238, 1.1977, 15.7064, 1.89085, 0.792238, 0.504556, 1.1977, 1.1977, 0.281413, 1.1977, 15.7064, 15.7064, 15.7064, 15.7064, 15.7064, 15.7064, 15.7064, 15.7064, 15.7064, 15.7064, 15.7064, 15.7064
4040, -1.27188, -1.24111, -1.27188, -1.07121, -1.10758, -1.17657, -1.24111, -0.910871, -0.866419, -0.340326, -1.03347, -0.173272, -0.547965, 0.145182, -0.173272, 0.027399, 1.53148, 1.12601, 1.12601, 1.12601, 1.53148, 1.53148, 16.0401, 2.22462, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401
4041, -1.04736, -1.40576, -1.34363, -1.48673, -2.16307, -2.02387, -0.793582, -0.724589, 0.0173487, 0.528174, -0.164973, 0.374024, 1.91447, 1.22132, 1.91447, 3.01308, 2.31993, 3.01308, 16.8286, 16.8286, 16.8286, 16.8286, 16.8286, 3.01308, 16.8286, 16.8286, 16.8286, 16.8286, 16.8286, 16.8286, 16.8286, 16.8286, 16.8286, 16.8286, 16.8286, 16.8286, 16.8286, 16.8286, 16.8286, 16.8286
