AA-Triplet, Bin1, Bin2, Bin3, Bin4, Bin5, Bin6, Bin7, Bin8, Bin9, Bin10, Bin11, Bin12, Bin13, Bin14, Bin15, Bin16, Bin17, Bin18, Bin19, Bin20, Bin21, Bin22, Bin23, Bin24, Bin25, Bin26, Bin27, Bin28, Bin29, Bin30, Bin31, Bin32, Bin33, Bin34, Bin35, Bin36, Bin37, Bin38, Bin39, Bin40
2290, -1.6666, -1.91172, -1.07881, -1.34117, -1.6666, -1.86727, -0.385662, -0.973449, 0.125163, -0.567984, 1.22378, 1.22378, 0.530628, 1.22378, 15.0393, 0.530628, 15.0393, 0.530628, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393
2291, -1.72977, -1.05961, -1.49493, -1.57949, -1.83977, -1.77523, -1.33586, -0.533517, -0.453474, 0.93282, 1.33829, -0.0480091, 0.239673, 1.33829, 15.8469, 2.03143, 15.8469, 15.8469, 15.8469, 15.8469, 15.8469, 15.8469, 15.8469, 15.8469, 15.8469, 15.8469, 15.8469, 15.8469, 15.8469, 15.8469, 15.8469, 15.8469, 15.8469, 15.8469, 15.8469, 15.8469, 15.8469, 15.8469, 15.8469, 15.8469
2292, -2.03499, -1.652, -2.27615, -1.77716, -0.735707, -0.735707, -1.02339, -1.02339, 0.362906, -0.0425594, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716
2293, -2.04372, -1.03212, -1.72527, -2.13073, -1.25527, -1.03212, -1.03212, -0.338975, -1.03212, -0.338975, 0.354172, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697, 14.1697
2294, -2.45943, -1.91581, -1.59039, -1.42334, -1.32803, -1.22266, -0.411734, 0.97456, 0.281413, 0.281413, -0.124052, 0.97456, 0.97456, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901
2295, -1.67398, -1.13498, -1.67398, -1.13498, -0.798507, -1.89712, -1.26851, -1.58696, -0.287682, 0.117783, -0.287682, 14.6264, 14.6264, 14.6264, 0.810931, -0.575364, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264
2296, -1.97408, -1.07614, -1.3173, -1.45083, -1.3173, -1.16315, -1.16315, -1.07614, -1.24319, -0.624154, 0.628609, -0.287682, 0.223144, 1.32176, 15.1373, 0.628609, 15.1373, 15.1373, 15.1373, 15.1373, 15.1373, 15.1373, 15.1373, 15.1373, 15.1373, 15.1373, 15.1373, 15.1373, 15.1373, 15.1373, 15.1373, 15.1373, 15.1373, 15.1373, 15.1373, 15.1373, 15.1373, 15.1373, 15.1373, 15.1373
2297, -1.583, -1.98847, -0.553385, -1.5089, -1.34184, -1.34184, -1.24653, -0.330241, -1.24653, -1.14117, -0.330241, 1.05605, 0.362906, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716
2298, -1.02629, -1.02629, -2.00712, -1.71944, -2.00712, -1.31397, 0.0723213, -1.02629, -1.31397, 0.0723213, 0.0723213, 13.8878, 0.0723213, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878
2299, -2.33727, -1.73113, -1.32567, -1.64412, -1.32567, 0.753772, -0.34484, -0.632522, -0.632522, 0.0606249, -1.03799, 14.5693, 0.0606249, 0.0606249, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693
2300, -1.55084, -1.92122, -2.05475, -1.47938, -0.581443, -0.822605, -0.262989, -1.01676, -1.58475, -0.891598, 1.12331, 15.632, 15.632, 1.81645, 15.632, 15.632, 1.81645, 15.632, 1.81645, 15.632, 15.632, 15.632, 15.632, 15.632, 15.632, 15.632, 15.632, 15.632, 15.632, 15.632, 15.632, 15.632, 15.632, 15.632, 15.632, 15.632, 15.632, 15.632, 15.632, 15.632
2301, -2.05204, -1.93426, -1.96503, -1.64658, -0.95343, -1.03347, -0.95343, -0.414434, -0.260283, 0.838329, 0.838329, 0.838329, 15.347, 1.53148, 1.53148, 15.347, 15.347, 1.53148, 15.347, 1.53148, 15.347, 15.347, 15.347, 15.347, 15.347, 15.347, 15.347, 15.347, 15.347, 15.347, 15.347, 15.347, 15.347, 15.347, 15.347, 15.347, 15.347, 15.347, 15.347, 15.347
2302, -1.69645, -1.62746, -1.93284, -1.18562, -1.82161, -1.38629, -1.18562, -0.597837, -0.0870111, 0.318454, -0.0870111, 1.0116, 14.8271, 14.8271, 14.8271, 14.8271, 0.318454, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271
2303, -1.92529, -1.14513, -1.69168, -1.31219, -1.23214, -1.14513, -1.58045, -0.356675, -0.133531, 0.154151, 1.25276, 0.154151, 1.25276, 1.25276, 0.154151, 15.0683, 0.559616, 0.154151, 1.25276, 1.25276, 0.559616, 0.559616, 1.25276, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683
2304, -2.43612, -2.33895, -1.70523, -1.01208, -0.932039, -0.238892, -0.845028, -0.0565702, 0.166573, 0.454255, 1.55287, 0.166573, 15.3684, 1.55287, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684
2305, -0.620826, -2.23026, -1.02629, -1.71944, -1.02629, -1.53712, -1.71944, -1.53712, -0.620826, 0.0723214, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878
2306, -1.92653, -1.92653, -1.68141, -1.18893, -0.73695, -1.83556, -0.400477, 0.110348, -0.582799, 0.110348, -1.09362, 15.0245, 0.515813, 1.20896, 1.20896, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245
2307, -2.01153, -1.76791, -1.8346, -1.49165, -0.885519, -1.49165, -1.10866, -0.885519, -0.597837, -0.0100502, 0.500775, 1.59939, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149, 15.4149
2308, -1.55452, -1.75812, -1.75812, -1.52173, -1.21158, -1.01091, -1.16506, -1.25603, -0.42312, -0.42312, -0.42312, 1.87947, 1.87947, 0.270027, 15.695, 0.493171, 15.695, 15.695, 15.695, 15.695, 15.695, 15.695, 15.695, 15.695, 15.695, 15.695, 15.695, 15.695, 15.695, 15.695, 15.695, 15.695, 15.695, 15.695, 15.695, 15.695, 15.695, 15.695, 15.695, 15.695
2309, -1.06784, -1.55335, -2.7496, -2.16645, -0.780158, -0.934309, -0.0870111, -0.0870111, 0.318454, 14.8271, 1.0116, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271
2310, -1.97847, -2.03909, -1.88003, -1.77083, -1.55725, -0.997636, -0.592171, -0.122167, 0.794123, -0.122167, 1.48727, 1.48727, 15.3028, 15.3028, 1.48727, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028
2311, -1.76317, -2.0408, -1.91159, -1.7013, -1.10925, -0.942191, -0.795588, -0.741521, -0.249044, 0.0694095, 0.202941, 0.762557, 1.05024, 15.9644, 1.4557, 2.14885, 15.9644, 2.14885, 15.9644, 15.9644, 15.9644, 15.9644, 15.9644, 15.9644, 15.9644, 15.9644, 15.9644, 15.9644, 15.9644, 15.9644, 15.9644, 15.9644, 15.9644, 15.9644, 15.9644, 15.9644, 15.9644, 15.9644, 15.9644, 15.9644
2312, -1.92529, -2.07944, -1.74297, -1.88273, -1.74297, -0.356675, -0.693147, 0.154151, -0.133531, 0.559616, 15.0683, 1.25276, 0.559616, 1.25276, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683, 15.0683
2313, -2.09779, -1.64581, -2.47248, -1.30933, -0.393042, -0.798507, -1.30933, -0.393042, 0.300105, 14.1156, -0.393042, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156, 14.1156
2314, -1.77318, -1.36772, -1.73062, -1.89097, -1.16008, -1.08004, -1.36772, -1.30318, 0.0185765, 0.0185765, 0.0185765, 0.711724, 0.711724, 15.2204, 15.2204, 15.2204, 1.40487, 15.2204, 15.2204, 15.2204, 15.2204, 15.2204, 15.2204, 15.2204, 15.2204, 15.2204, 15.2204, 15.2204, 15.2204, 15.2204, 15.2204, 15.2204, 15.2204, 15.2204, 15.2204, 15.2204, 15.2204, 15.2204, 15.2204, 15.2204
2315, -1.35812, -1.74759, -1.02165, -2.39114, -2.32093, -0.510825, 0.0769612, -0.10536, -0.259511, -0.259511, 15.5019, 15.5019, 15.5019, 1.6864, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019
2316, -1.74848, -1.19843, -1.62588, -1.26297, -1.38075, -1.26297, -1.62588, -0.569824, -0.687607, -0.687607, -0.888278, -0.0998202, 1.50962, 15.3251, 15.3251, 15.3251, 1.50962, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251
2317, -1.32399, -2.08613, -1.77598, -1.72946, -0.882158, -1.77598, -1.16984, -0.476692, -0.764375, 1.31507, 0.62192, 15.1306, 15.1306, 15.1306, 15.1306, 1.31507, 15.1306, 1.31507, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306
2318, -1.57262, -2.36108, -0.656333, -1.83499, -1.46726, -0.879476, -0.879476, -1.0618, 0.0368143, 14.5455, -0.879476, 0.729961, 14.5455, 0.729961, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455, 14.5455
2319, -2.12549, -1.76881, -1.48113, -0.63383, -1.90234, -1.93311, -0.739191, -0.739191, 0.464782, 0.464782, 1.56339, 15.3789, 15.3789, 15.3789, 1.56339, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789
2320, -1.74759, -2.16375, -1.95119, -1.5717, -1.40464, -1.02165, -0.711496, -0.393042, 0.300105, 0.0769612, 0.300105, 0.587787, 15.5019, 1.6864, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 1.6864, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019, 15.5019
2321, -1.73912, -2.04022, -1.68355, -1.84177, -1.01857, -1.21924, -1.30625, -0.325422, -0.325422, 0.0800428, 1.8718, 1.8718, 0.77319, 0.77319, 15.6873, 1.8718, 15.6873, 15.6873, 15.6873, 15.6873, 15.6873, 15.6873, 15.6873, 15.6873, 15.6873, 15.6873, 15.6873, 15.6873, 15.6873, 15.6873, 15.6873, 15.6873, 15.6873, 15.6873, 15.6873, 15.6873, 15.6873, 15.6873, 15.6873, 15.6873
2322, -1.88208, -2.04914, -1.4301, -1.62425, -1.35599, -0.988264, -1.27595, -1.09362, -0.870481, 1.20896, 1.20896, 15.0245, 15.0245, 1.20896, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245, 15.0245
2323, -1.87359, -0.908508, -0.774977, -1.39402, -1.66228, -1.13165, -1.77351, -1.46812, -0.620826, -0.215361, -0.438505, 14.9864, 0.0723209, 1.17093, 14.9864, 14.9864, 1.17093, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864
2324, -2.38517, -1.84965, -0.868824, -1.37965, -1.06949, -1.56197, -0.974185, -0.751041, -0.463359, 0.635253, 15.1439, -0.281037, 1.3284, 1.3284, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439, 15.1439
2325, -0.597836, -2.20727, -1.29098, -1.51413, -1.69645, -1.0033, -1.51413, -1.8506, -0.597836, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108, 13.9108
2326, -1.91692, -1.79176, -1.4816, -1.56862, -0.470003, -1.02962, -0.875468, -0.693147, -1.38629, -0.470003, -0.470003, 0.223144, 0.223144, 0.916291, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318
2327, -1.75547, -1.32803, -1.61571, -2.02117, -1.32803, -0.92256, -1.01787, -0.411735, -0.411735, -0.00626947, 0.281413, 0.686878, -0.229413, 0.281413, 0.686878, 1.38002, 0.686878, 15.1955, 1.38002, 15.1955, 15.1955, 15.1955, 15.1955, 15.1955, 15.1955, 15.1955, 15.1955, 15.1955, 15.1955, 15.1955, 15.1955, 15.1955, 15.1955, 15.1955, 15.1955, 15.1955, 15.1955, 15.1955, 15.1955, 15.1955
2328, -1.63761, -1.51983, -1.76766, -1.23214, -1.38629, -1.66501, -1.69168, -0.887303, 0.559616, -0.133531, 0.559616, 0.847298, 0.559616, 1.94591, 15.7614, 1.25276, 1.94591, 15.7614, 15.7614, 15.7614, 15.7614, 15.7614, 15.7614, 15.7614, 15.7614, 15.7614, 15.7614, 15.7614, 15.7614, 15.7614, 15.7614, 15.7614, 15.7614, 15.7614, 15.7614, 15.7614, 15.7614, 15.7614, 15.7614, 15.7614
2329, -1.53421, -0.553385, -1.06421, -2.01972, -1.53421, -0.14792, -1.40068, -1.06421, -0.14792, -0.14792, -1.53421, -0.14792, -0.553385, 0.545227, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607
2330, -1.63826, -1.68271, -2.04372, -1.84305, -1.72527, -1.3198, -0.493126, 0.354172, -0.849801, 15.2683, 0.759637, 0.0664899, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683
2331, -1.95911, -2.02262, -1.58591, -1.78006, -1.60944, -0.84397, -0.620826, -0.556288, -0.150823, 0.360003, 0.360003, 15.9673, 0.765468, 1.05315, 15.9673, 15.9673, 15.9673, 15.9673, 2.15176, 2.15176, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673
2332, -2.01275, -1.58989, -1.41804, -1.13036, -1.90355, -1.68998, -0.948039, 0.255934, -0.254892, 0.661399, 0.661399, 0.255934, 15.1701, 0.661399, 0.661399, 0.661399, 1.35455, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701
2333, -2.11648, -1.6645, -1.91581, -0.817199, -1.91581, -1.32802, -1.32802, 0.281413, 0.281413, 0.281413, 14.0969, 0.281413, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969
2334, -2.06574, -1.8765, -1.53166, -1.69418, -1.3375, -0.895671, -1.64289, -0.777888, 15.1171, 1.30155, 1.30155, 0.202941, 15.1171, 1.30155, 15.1171, 1.30155, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171
2335, -0.569533, -0.264152, -0.99239, -1.1216, -2.24021, -2.77259, -0.957299, 0.295464, -0.190044, 2.37491, 16.1904, 1.27629, 2.37491, 16.1904, 2.37491, 1.68176, 2.37491, 2.37491, 1.68176, 2.37491, 16.1904, 16.1904, 16.1904, 16.1904, 16.1904, 16.1904, 16.1904, 16.1904, 16.1904, 16.1904, 16.1904, 16.1904, 16.1904, 16.1904, 16.1904, 16.1904, 16.1904, 16.1904, 16.1904, 16.1904
2336, -1.69884, -1.75014, -1.69884, -0.95163, -1.8899, -0.700315, -0.95163, -0.833847, -0.546165, -0.833847, 0.146982, 0.146982, 1.24559, 0.552447, 1.24559, 1.24559, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611
2337, -1.50564, -1.21796, -2.02889, -1.77757, -1.67749, -0.524812, -1.03564, -0.119347, -1.03564, -1.03564, 0.573801, 0.573801, 0.573801, 15.0825, 15.0825, 15.0825, 1.26695, 15.0825, 15.0825, 15.0825, 15.0825, 15.0825, 15.0825, 15.0825, 15.0825, 15.0825, 15.0825, 15.0825, 15.0825, 15.0825, 15.0825, 15.0825, 15.0825, 15.0825, 15.0825, 15.0825, 15.0825, 15.0825, 15.0825, 15.0825
2338, -1.53421, -1.75736, -2.09383, -0.553385, -2.01972, -1.24653, 0.545227, 0.545227, 0.545227, 0.545227, 0.545227, -0.553385, -0.841067, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 0.545227, -0.14792, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607, 14.3607
2339, -1.92887, -2.2008, -1.72123, -2.04665, -1.64119, -0.254892, 0.84372, 0.84372, -0.254892, 0.84372, -0.542574, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592
2340, -1.79704, -1.56065, -1.79704, -1.94364, -1.68581, -0.798508, -1.15518, -0.644357, -0.238892, 0.741937, 0.454255, 0.454255, 1.84055, 15.6561, 1.84055, 1.84055, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561
2341, -1.68141, -1.09362, -1.4301, -1.27595, -1.09362, -0.177334, -1.27595, -1.4301, -0.582799, -0.582799, 14.3313, 14.3313, -0.582799, 0.515813, 0.515813, 0.515813, 14.3313, -0.582799, 14.3313, 0.515813, -0.582799, 0.515813, 14.3313, 14.3313, 14.3313, 14.3313, 14.3313, 14.3313, 14.3313, 14.3313, 14.3313, 14.3313, 14.3313, 14.3313, 14.3313, 14.3313, 14.3313, 14.3313, 14.3313, 14.3313
2342, -1.74297, -1.27297, -1.27297, -1.74297, -1.60944, -1.04982, -1.45529, -1.04982, -0.356674, 0.336473, 0.336473, -0.356674, 0.336473, 0.336473, 14.152, 14.152, 14.152, 14.152, 0.336473, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152
2343, -0.162518, -1.95428, -1.54881, -0.855665, -1.54881, -1.77196, -0.162518, -0.162518, 13.653, -0.162518, -0.162518, -0.162518, -0.162518, -0.855665, -0.162518, -0.162518, 13.653, 13.653, -0.162518, 13.653, 13.653, 13.653, 13.653, 13.653, 13.653, 13.653, 13.653, 13.653, 13.653, 13.653, 13.653, 13.653, -0.162518, 13.653, 13.653, 13.653, 13.653, 13.653, 13.653, 13.653
2344, -0.330241, -0.553385, -0.889857, -2.03499, -1.652, -1.98847, -0.889857, -0.889857, -1.24653, -1.02339, 0.362906, 1.05605, 14.8716, 14.8716, 1.05605, 1.05605, 14.8716, 1.05605, 14.8716, 1.05605, 14.8716, 14.8716, 1.05605, 1.05605, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716
2345, 13.1712, -0.644355, 13.1712, -2.59027, -2.7238, 13.1712, 13.1712, -0.644355, 13.1712, 13.1712, 13.1712, -0.644355, 13.1712, 13.1712, 13.1712, 13.1712, 13.1712, -0.644355, 13.1712, 13.1712, 13.1712, 13.1712, 13.1712, 13.1712, 13.1712, 13.1712, -0.644355, 13.1712, 13.1712, 13.1712, 13.1712, -0.644355, 13.1712, 13.1712, 13.1712, 13.1712, 13.1712, 13.1712, 13.1712, 13.1712
2346, -0.660357, -1.3535, -2.26979, -1.17118, -0.948039, -1.75897, -0.948039, -1.17118, -0.660357, 14.2538, 14.2538, -0.948039, 0.438255, 14.2538, 14.2538, 14.2538, 14.2538, 0.438255, 0.438255, 14.2538, 14.2538, 14.2538, 14.2538, 14.2538, 14.2538, 14.2538, 14.2538, 14.2538, 14.2538, 14.2538, 14.2538, 0.438255, 14.2538, 14.2538, 14.2538, 14.2538, 14.2538, 14.2538, 14.2538, 14.2538
